timestamp,close
2023-08-15,91.35820770263672
2023-08-16,90.94717407226562
2023-08-17,90.70230102539062
2023-08-18,91.04338073730469
2023-08-21,90.50113677978516
2023-08-22,90.781005859375
2023-08-23,92.05787658691406
2023-08-24,91.7430419921875
2023-08-25,91.79551696777344
2023-08-28,92.08409881591797
2023-08-29,92.81877136230469
2023-08-30,92.68759155273438
2023-08-31,92.84502410888672
2023-09-01,92.18409729003906
2023-09-05,91.52584075927734
2023-09-06,91.4380874633789
2023-09-07,91.84178924560547
2023-09-08,91.91204071044922
2023-09-11,91.73645782470703
2023-09-12,91.71013641357422
2023-09-13,91.91204071044922
2023-09-14,91.74526977539062
2023-09-15,91.60481262207031
2023-09-18,91.78034210205078
2023-09-19,91.47315216064453
2023-09-20,91.50828552246094
2023-09-21,90.5866928100586
2023-09-22,91.1396713256836
2023-09-25,90.253173828125
2023-09-26,89.99862670898438
2023-09-27,89.57733917236328
2023-09-28,89.7353286743164
2023-09-29,89.54224395751953
2023-10-02,88.7219009399414
2023-10-03,87.69978332519531
2023-10-04,88.46638488769531
2023-10-05,88.36064147949219
2023-10-06,88.09632873535156
2023-10-09,89.18891143798828
2023-10-10,89.2241439819336
2023-10-11,89.77046966552734
2023-10-12,88.83644104003906
2023-10-13,89.32987976074219
2023-10-16,88.71308135986328
2023-10-17,88.00821685791016
2023-10-18,87.30325317382812
2023-10-19,86.5983657836914
2023-10-20,86.94200134277344
2023-10-23,87.6204833984375
2023-10-24,88.11390686035156
2023-10-25,87.31206512451172
2023-10-26,87.94650268554688
2023-10-27,87.7702865600586
2023-10-30,87.50592803955078
2023-10-31,87.382568359375
2023-11-01,88.63309478759766
2023-11-02,89.68551635742188
2023-11-03,90.1277084350586
2023-11-06,89.65015411376953
2023-11-07,90.36647033691406
2023-11-08,90.82637786865234
2023-11-09,89.9066162109375
2023-11-10,90.35763549804688
2023-11-13,90.36647033691406
2023-11-14,91.781494140625
2023-11-15,91.3039321899414
2023-11-16,92.05567169189453
2023-11-17,92.32097625732422
2023-11-20,92.69242095947266
2023-11-21,92.71894836425781
2023-11-22,93.09039306640625
2023-11-24,92.61282348632812
2023-11-27,93.36455535888672
2023-11-28,93.7359848022461
2023-11-29,94.4965591430664
2023-11-30,94.00128936767578
2023-12-01,95.13309478759766
2023-12-04,94.69815063476562
2023-12-05,95.45269012451172
2023-12-06,95.8077621459961
2023-12-07,95.8166275024414
2023-12-08,95.30178833007812
2023-12-11,95.27515411376953
2023-12-12,95.8166275024414
2023-12-13,97.42335510253906
2023-12-14,98.45942687988281
2023-12-15,98.31688690185547
2023-12-18,97.9070816040039
2023-12-19,98.03179931640625
2023-12-20,98.2901611328125
2023-12-21,98.2545394897461
2023-12-22,98.08523559570312
2023-12-26,98.2901611328125
2023-12-27,99.2077407836914
2023-12-28,98.94940185546875
2023-12-29,98.58414459228516
2024-01-02,97.91597747802734
2024-01-03,97.69324493408203
2024-01-04,97.14984893798828
2024-01-05,96.8023910522461
2024-01-08,97.54182434082031
2024-01-09,97.7110824584961
2024-01-10,97.58636474609375
2024-01-11,98.17433166503906
2024-01-12,98.38815307617188
2024-01-16,97.390380859375
2024-01-17,97.18547058105469
2024-01-18,96.99838256835938
2024-01-19,97.09636688232422
2024-01-22,97.36363220214844
2024-01-23,97.00729370117188
2024-01-24,96.8202133178711
2024-01-25,97.4616470336914
2024-01-26,97.18547058105469
2024-01-29,97.58636474609375
2024-01-30,97.89818572998047
2024-01-31,98.1476058959961
2024-02-01,98.9066390991211
2024-02-02,98.00367736816406
2024-02-05,97.06494140625
2024-02-06,97.61029815673828
2024-02-07,97.32421112060547
2024-02-08,96.82356262207031
2024-02-09,96.69839477539062
2024-02-12,96.70733642578125
2024-02-13,95.64344024658203
2024-02-14,96.0904769897461
2024-02-15,96.43912506103516
2024-02-16,96.0904769897461
2024-02-20,96.41229248046875
2024-02-21,96.17090606689453
2024-02-22,96.3228988647461
2024-02-23,96.60899353027344
2024-02-26,96.30502319335938
2024-02-27,96.17090606689453
2024-02-28,96.16197204589844
2024-02-29,96.2513656616211
2024-03-01,96.8373031616211
